article_id,ent_span,main_role,fine_grained_roles,max_main_role,avg_main_role,max_fg_role,avg_fg_role
HI_119.txt,कुकी,Innocent,Forgotten,Innocent,Innocent,Forgotten,Forgotten
HI_316.txt,रूस-,Protagonist,Rebel,Innocent,Innocent,Forgotten,Forgotten
HI_378.txt,एलन मेंडोजा,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_7.txt,भारत,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_243.txt,पश्चिमी देशों,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_113.txt,रूस,Antagonist,Instigator,Innocent,Innocent,Forgotten,Forgotten
HI_124.txt,जर्मनी,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_400.txt,यूक्रेन,Protagonist,"Rebel, Underdog",Innocent,Innocent,Forgotten,Forgotten
HI_274.txt,रूस,Antagonist,"Foreign Adversary, Tyrant",Antagonist,Antagonist,Saboteur,Saboteur
HI_225.txt,जेलेंस्की,Protagonist,"Rebel, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_45.txt,व्लादिमीर पुतिन,Antagonist,Deceiver,Protagonist,Protagonist,Rebel,Rebel
HI_45.txt,क्रासिकोव,Protagonist,Guardian,Protagonist,Protagonist,Rebel,Rebel
HI_195.txt,जवाहरलाल नेहरू,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_175.txt,रूसी सैनिक,Antagonist,"Foreign Adversary, Tyrant",Innocent,Innocent,Forgotten,Forgotten
HI_229.txt,कुर्क्स,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_2.txt,पश्चिमी,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_94.txt,Reuters,Antagonist,Deceiver,Innocent,Innocent,Forgotten,Forgotten
HI_147.txt,भारत,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_314.txt,अल्पसंख्यकों,Innocent,"Exploited, Victim",Innocent,Innocent,Forgotten,Forgotten
HI_358.txt,मोदी,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_305.txt,रूसियों,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
HI_395.txt,उत्तर कोरियाई सैनिकों,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_58.txt,भारत-,Protagonist,Guardian,Protagonist,Protagonist,Guardian,Guardian
HI_259.txt,यूक्रेनी सेना,Protagonist,Underdog,Innocent,Innocent,Forgotten,Forgotten
HI_401.txt,बाइडेन,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_42.txt,रूसी सेना,Antagonist,Tyrant,Innocent,Innocent,Forgotten,Forgotten
HI_55.txt,अमेरिका,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_112.txt,एलेक्सी स्मिरनोव,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_253.txt,उलरिच कुहेन,Protagonist,Virtuous,Antagonist,Antagonist,Saboteur,Saboteur
HI_312.txt,अमेरिकी सरकार,Antagonist,"Incompetent, Foreign Adversary",Antagonist,Antagonist,Instigator,Instigator
HI_162.txt,व्लादिमीर पुतिन,Protagonist,Rebel,Innocent,Innocent,Forgotten,Forgotten
HI_254.txt,नरेंद्र मोदी,Protagonist,"Virtuous, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_175.txt,कॉन्स्टेंटिन रेज़ेंको,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_372.txt,रूस,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_45.txt,क्रासिकोव,Antagonist,Terrorist,Protagonist,Protagonist,Rebel,Rebel
HI_118.txt,यूरोप,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_196.txt,व्लादिमीर ज़ेलेंस्की,Protagonist,"Guardian, Underdog",Innocent,Innocent,Forgotten,Forgotten
HI_84.txt,भारत,Protagonist,"Virtuous, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_320.txt,अमेरिका,Protagonist,"Virtuous, Guardian",Antagonist,Antagonist,Saboteur,Saboteur
HI_46.txt,नाटो,Antagonist,Corrupt,Antagonist,Antagonist,Saboteur,Saboteur
HI_216.txt,यूक्रेन,Antagonist,Instigator,Innocent,Innocent,Forgotten,Forgotten
HI_357.txt,बाइडन,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_322.txt,यूक्रेन,Protagonist,Underdog,Antagonist,Antagonist,Saboteur,Saboteur
HI_272.txt,एलेक्सी नवेलनी,Protagonist,Rebel,Antagonist,Antagonist,Saboteur,Saboteur
HI_255.txt,रणधीर जायसवाल,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_49.txt,पश्चिम देशों,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_388.txt,अमेरिका,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_390.txt,यूक्रेन,Protagonist,Underdog,Antagonist,Antagonist,Saboteur,Saboteur
HI_55.txt,USSR,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_193.txt,क्वाड नेताओं,Protagonist,Virtuous,Antagonist,Antagonist,Saboteur,Saboteur
HI_45.txt,अमेरिका,Protagonist,Peacemaker,Protagonist,Protagonist,Rebel,Rebel
HI_311.txt,जो बाइडेन,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_301.txt,डोनाल्ड ट्रंप,Protagonist,"Rebel, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_50.txt,गगनदीप सिंह,Innocent,"Exploited, Victim",Innocent,Innocent,Forgotten,Forgotten
HI_254.txt,युवक,Innocent,"Exploited, Victim",Innocent,Innocent,Forgotten,Forgotten
HI_312.txt,कनाडा,Antagonist,Foreign Adversary,Antagonist,Antagonist,Instigator,Instigator
HI_61.txt,भारत,Antagonist,Conspirator,Innocent,Innocent,Forgotten,Forgotten
HI_27.txt,केंद्र सरकार,Antagonist,Traitor,Innocent,Innocent,Forgotten,Forgotten
HI_400.txt,रूस,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_142.txt,संतोष कुमार मल्ल,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_307.txt,उत्तर कोरिया,Protagonist,"Rebel, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_33.txt,रूस,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_394.txt,एंटनी ब्लिंकन,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_82.txt,पीएम मोदी,Protagonist,Peacemaker,Protagonist,Protagonist,Peacemaker,Peacemaker
HI_176.txt,अमेरिका,Antagonist,"Foreign Adversary, Deceiver",Innocent,Innocent,Forgotten,Forgotten
HI_66.txt,चीन,Antagonist,Foreign Adversary,Innocent,Innocent,Victim,Victim
HI_286.txt,योनहाप समाचार एजेंसी,Protagonist,Virtuous,Antagonist,Antagonist,Tyrant,Tyrant
HI_217.txt,जेलेंस्की,Antagonist,Incompetent,Innocent,Innocent,Forgotten,Forgotten
HI_379.txt,रूस,Protagonist,Rebel,Antagonist,Antagonist,Saboteur,Saboteur
HI_178.txt,रूस,Antagonist,Tyrant,Antagonist,Antagonist,Saboteur,Saboteur
HI_284.txt,राजनयिकों,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_202.txt,यूक्रेन,Antagonist,Instigator,Innocent,Innocent,Forgotten,Forgotten
HI_390.txt,वोलोदिमीर जेलेंस्की,Protagonist,"Guardian, Underdog",Antagonist,Antagonist,Saboteur,Saboteur
HI_27.txt,मणिपुर,Innocent,Forgotten,Innocent,Innocent,Forgotten,Forgotten
HI_23.txt,अमेरिकी,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_312.txt,अमेरिका,Protagonist,Virtuous,Antagonist,Antagonist,Instigator,Instigator
HI_249.txt,व्लादिमीर पुतिन,Protagonist,"Rebel, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_163.txt,पीएम मोदी,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_278.txt,यूक्रेन,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_378.txt,यूक्रेन,Protagonist,"Rebel, Underdog",Innocent,Innocent,Forgotten,Forgotten
HI_187.txt,भारत,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_60.txt,रूस,Antagonist,Corrupt,Antagonist,Antagonist,Saboteur,Saboteur
HI_315.txt,व्लादिमीर पुतिन,Protagonist,"Virtuous, Guardian",Antagonist,Antagonist,Saboteur,Saboteur
HI_326.txt,यूक्रेन,Protagonist,Underdog,Antagonist,Antagonist,Saboteur,Saboteur
HI_117.txt,रूस,Antagonist,Foreign Adversary,Innocent,Innocent,Victim,Victim
HI_249.txt,अमेरिका,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_30.txt,पुतिन,Antagonist,Deceiver,Innocent,Innocent,Forgotten,Forgotten
HI_308.txt,उत्तर कोरिया,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_70.txt,रूस,Antagonist,Corrupt,Innocent,Innocent,Forgotten,Forgotten
HI_22.txt,अवदीवका,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_203.txt,पश्चिम एशिया,Innocent,Exploited,Antagonist,Antagonist,Terrorist,Terrorist
HI_155.txt,यूक्रेन,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_386.txt,व्लादिमीर पुतिन,Protagonist,"Rebel, Guardian",Antagonist,Antagonist,Saboteur,Saboteur
HI_253.txt,रूस,Protagonist,Rebel,Antagonist,Antagonist,Saboteur,Saboteur
HI_388.txt,यूक्रेन,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_271.txt,रूस,Antagonist,Tyrant,Antagonist,Antagonist,Saboteur,Saboteur
HI_96.txt,रूस,Antagonist,Tyrant,Innocent,Innocent,Forgotten,Forgotten
HI_29.txt,सुरक्षा गार्ड,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
HI_368.txt,जो बाइडन,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_179.txt,रॉयटर्स,Antagonist,"Instigator, Deceiver",Innocent,Innocent,Forgotten,Forgotten
HI_342.txt,एंद्रेई येरमाक,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_319.txt,रूस,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_389.txt,यूक्रेन,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_267.txt,जेलेंस्की,Protagonist,Underdog,Innocent,Innocent,Forgotten,Forgotten
HI_153.txt,जनरल स्टाफ,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_331.txt,यूक्रेन,Protagonist,Underdog,Innocent,Innocent,Forgotten,Forgotten
HI_124.txt,जेलेंस्की,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_391.txt,जो बाइडेन,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_257.txt,रूस के रक्षा मंत्रालय,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_7.txt,रूस,Antagonist,Deceiver,Innocent,Innocent,Forgotten,Forgotten
HI_362.txt,रूसी,Antagonist,Instigator,Innocent,Innocent,Forgotten,Forgotten
HI_248.txt,12 लोग,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_40.txt,वादिम क्रासिकोव,Antagonist,Spy,Innocent,Innocent,Forgotten,Forgotten
HI_16.txt,भारतीयों,Innocent,"Exploited, Scapegoat",Innocent,Innocent,Forgotten,Forgotten
HI_47.txt,मोदी,Protagonist,Peacemaker,Antagonist,Antagonist,Saboteur,Saboteur
HI_46.txt,चीन,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_235.txt,दुनिया,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_55.txt,रूस,Antagonist,"Saboteur, Instigator",Innocent,Innocent,Forgotten,Forgotten
HI_234.txt,महाराष्ट्र,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_124.txt,अशरफ गनी,Antagonist,Incompetent,Innocent,Innocent,Forgotten,Forgotten
HI_23.txt,व्लादिमीर पुतिन,Protagonist,Underdog,Innocent,Innocent,Forgotten,Forgotten
HI_266.txt,यूक्रेन,Innocent,Victim,Antagonist,Antagonist,Tyrant,Tyrant
HI_201.txt,भारत,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_361.txt,रूस,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_218.txt,अमेरिका,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_264.txt,दक्षिण कोरिया,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_70.txt,क्रीमियाई तातर मुसलमान,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_390.txt,रूस,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_187.txt,मोदी,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_272.txt,चरमपंथ,Antagonist,Saboteur,Antagonist,Antagonist,Saboteur,Saboteur
HI_113.txt,निकिता ख्रुश्चेव,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_217.txt,डोनाल्ड ट्रंप,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_394.txt,बाइेडन प्रशासन,Protagonist,Rebel,Innocent,Innocent,Forgotten,Forgotten
HI_357.txt,यूक्रेनी,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_231.txt,लद्दाख की जनता,Innocent,"Exploited, Victim",Antagonist,Antagonist,Saboteur,Saboteur
HI_33.txt,वेस्टर्न मिलिट्री डिस्ट्रिक्ट,Innocent,Exploited,Innocent,Innocent,Forgotten,Forgotten
HI_395.txt,कीव,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_32.txt,फाइनेंशियल टाइम्स,Antagonist,Saboteur,Antagonist,Antagonist,Saboteur,Saboteur
HI_389.txt,अमेरिका,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_310.txt,उत्तर कोरिया,Protagonist,"Virtuous, Guardian",Antagonist,Antagonist,Tyrant,Tyrant
HI_77.txt,शहर प्रशासन,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_259.txt,कीव,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_193.txt,विक्रम मिस्री,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_325.txt,डेमोक्रेटिक पार्टी,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_250.txt,विदेशी मीडिया,Antagonist,Saboteur,Innocent,Innocent,Forgotten,Forgotten
HI_117.txt,रूस,Protagonist,Guardian,Innocent,Innocent,Victim,Victim
HI_337.txt,रूस,Antagonist,Tyrant,Innocent,Innocent,Forgotten,Forgotten
HI_24.txt,जेलेन्स्की,Antagonist,Saboteur,Innocent,Innocent,Victim,Victim
HI_47.txt,मोदी,Protagonist,Virtuous,Antagonist,Antagonist,Saboteur,Saboteur
HI_27.txt,नरेंद्र मोदी,Antagonist,Bigot,Innocent,Innocent,Forgotten,Forgotten
HI_54.txt,नाटो,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_22.txt,रूस,Antagonist,Bigot,Innocent,Innocent,Forgotten,Forgotten
HI_2.txt,वॉशिंगटन,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_311.txt,मार्क रूट,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_124.txt,पोलैंड,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_55.txt,रूसी एलिट्स,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_202.txt,नागरिकों,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_246.txt,यूक्रेन की वायु सेना,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
HI_113.txt,जो बाइडेन,Protagonist,"Peacemaker, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_79.txt,यूक्रेन,Antagonist,Deceiver,Innocent,Innocent,Forgotten,Forgotten
HI_312.txt,बिडेन,Antagonist,Foreign Adversary,Antagonist,Antagonist,Instigator,Instigator
HI_235.txt,गाजा,Innocent,Forgotten,Antagonist,Antagonist,Saboteur,Saboteur
HI_383.txt,डोनाल्ड ट्रंप,Protagonist,"Virtuous, Guardian",Antagonist,Antagonist,Saboteur,Saboteur
HI_385.txt,ब्रांस्क,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_181.txt,मोदी,Protagonist,Virtuous,Antagonist,Antagonist,Saboteur,Saboteur
HI_318.txt,आंद्रेई सिनिसिन,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_247.txt,रूसी सेना,Antagonist,Tyrant,Antagonist,Antagonist,Saboteur,Saboteur
HI_307.txt,विदेश मंत्री,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_316.txt,पुतिन,Protagonist,"Virtuous, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_221.txt,अमेरिका,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_234.txt,ईएसआरआई इंडिया,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_303.txt,नागरिक,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_231.txt,लद्दाख,Protagonist,"Rebel, Virtuous",Antagonist,Antagonist,Saboteur,Saboteur
HI_373.txt,रूस,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_239.txt,हिमालय,Innocent,Victim,Antagonist,Antagonist,Instigator,Instigator
HI_277.txt,व्लादिमीर पुतिन,Antagonist,"Conspirator, Tyrant",Antagonist,Antagonist,Spy,Spy
HI_379.txt,पश्चिमी देश,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_104.txt,यूक्रेन,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_396.txt,यूक्रेन,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_101.txt,मोदी,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_169.txt,यूक्रेन,Antagonist,Instigator,Innocent,Innocent,Forgotten,Forgotten
HI_70.txt,ईरान,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_372.txt,रूस,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_239.txt,भगीरथी,Innocent,Victim,Antagonist,Antagonist,Instigator,Instigator
HI_388.txt,मास्को,Protagonist,Rebel,Antagonist,Antagonist,Saboteur,Saboteur
HI_55.txt,पुतिन,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_311.txt,बाइडेन,Protagonist,Guardian,Innocent,Innocent,Forgotten,Forgotten
HI_80.txt,अमेरिकी,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_32.txt,रूस,Antagonist,"Conspirator, Corrupt",Antagonist,Antagonist,Saboteur,Saboteur
HI_327.txt,यूक्रेन,Protagonist,Underdog,Antagonist,Antagonist,Saboteur,Saboteur
HI_316.txt,व्लादिमीर पुतिन,Protagonist,"Virtuous, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_206.txt,भारत सरकार,Protagonist,Guardian,Antagonist,Antagonist,Traitor,Traitor
HI_118.txt,पोलैंड,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_168.txt,टीएस तिरुमूर्ति,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_74.txt,स्विट्जरलैंड,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_206.txt,नागरिकों,Innocent,Victim,Antagonist,Antagonist,Traitor,Traitor
HI_46.txt,ब्राज़ील,Protagonist,Guardian,Antagonist,Antagonist,Saboteur,Saboteur
HI_44.txt,भारत,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_255.txt,रूस,Protagonist,Virtuous,Innocent,Innocent,Forgotten,Forgotten
HI_397.txt,नाटो,Antagonist,Tyrant,Innocent,Innocent,Forgotten,Forgotten
HI_254.txt,यूक्रेन,Protagonist,Underdog,Innocent,Innocent,Forgotten,Forgotten
HI_226.txt,खारकीव,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_83.txt,यूक्रेन,Innocent,Victim,Protagonist,Protagonist,Martyr,Martyr
HI_312.txt,भारतीय,Innocent,"Exploited, Victim",Antagonist,Antagonist,Instigator,Instigator
HI_120.txt,अमेरिका,Antagonist,Deceiver,Antagonist,Antagonist,Saboteur,Saboteur
HI_249.txt,यूक्रेन,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_286.txt,यूक्रेन,Innocent,Victim,Antagonist,Antagonist,Tyrant,Tyrant
HI_112.txt,यूक्रेनी सैनिकों,Antagonist,Terrorist,Innocent,Innocent,Forgotten,Forgotten
HI_226.txt,बाइडेन,Antagonist,Foreign Adversary,Antagonist,Antagonist,Saboteur,Saboteur
HI_66.txt,मॉस्को,Protagonist,Guardian,Innocent,Innocent,Victim,Victim
HI_59.txt,नरेंद्र मोदी,Antagonist,"Incompetent, Deceiver",Innocent,Innocent,Victim,Victim
HI_46.txt,यूक्रेन,Innocent,Victim,Antagonist,Antagonist,Saboteur,Saboteur
HI_41.txt,रूस,Antagonist,Conspirator,Antagonist,Antagonist,Saboteur,Saboteur
HI_1.txt,राष्ट्रपति पुतिन,Protagonist,Virtuous,Antagonist,Antagonist,Saboteur,Saboteur
HI_153.txt,सेवरोडोनेट्स,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_327.txt,रूस,Protagonist,Rebel,Antagonist,Antagonist,Saboteur,Saboteur
HI_248.txt,बच्ची,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_285.txt,रूस,Antagonist,Incompetent,Antagonist,Antagonist,Tyrant,Tyrant
HI_165.txt,सैनिकों,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_397.txt,व्लादिमीर पुतिन,Protagonist,"Virtuous, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_128.txt,ट्रंप,Antagonist,Bigot,Innocent,Innocent,Forgotten,Forgotten
HI_285.txt,यूक्रेन,Innocent,Victim,Antagonist,Antagonist,Tyrant,Tyrant
HI_314.txt,डोनल्ड ट्रंप,Protagonist,"Virtuous, Guardian",Innocent,Innocent,Forgotten,Forgotten
HI_161.txt,पुतिन,Protagonist,Rebel,Innocent,Innocent,Forgotten,Forgotten
HI_187.txt,भारत,Protagonist,"Peacemaker, Virtuous",Innocent,Innocent,Forgotten,Forgotten
HI_321.txt,यूक्रेनी सेना,Protagonist,"Guardian, Underdog",Antagonist,Antagonist,Saboteur,Saboteur
HI_6.txt,यूक्रेन,Antagonist,Traitor,Antagonist,Antagonist,Bigot,Bigot
HI_123.txt,चीन,Antagonist,Deceiver,Protagonist,Protagonist,Peacemaker,Peacemaker
HI_3.txt,अमेरिका,Protagonist,Peacemaker,Innocent,Innocent,Forgotten,Forgotten
HI_312.txt,भारत,Protagonist,"Rebel, Virtuous",Antagonist,Antagonist,Instigator,Instigator
HI_155.txt,भारत,Innocent,Victim,Innocent,Innocent,Forgotten,Forgotten
HI_225.txt,मॉस्को,Antagonist,Foreign Adversary,Innocent,Innocent,Forgotten,Forgotten
