article_id,ent_span,main_role,fine_grained_roles,max_main_role,avg_main_role,max_fg_role,avg_fg_role
BG_678.txt,САЩ,Antagonist,Tyrant,Antagonist,Antagonist,Deceiver,Deceiver
BG_676.txt,САЩ,Antagonist,"Conspirator, Instigator, Foreign Adversary",Innocent,Innocent,Victim,Victim
A9_BG_3182.txt,НАТО,Antagonist,Conspirator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_620.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Spy,Spy
BG_866.txt,НАТО,Protagonist,Peacemaker,Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_6121.txt,Брюксел,Antagonist,Conspirator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_1345.txt,Лонг Бийч,Innocent,Victim,Innocent,Innocent,Victim,Victim
A9_BG_5903.txt,Америка,Antagonist,Foreign Adversary,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_894.txt,САЩ,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_2710.txt,САЩ,Antagonist,Foreign Adversary,Innocent,Innocent,Scapegoat,Scapegoat
BG_696.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
A7_URW_BG_5735.txt,Владимир Путин,Protagonist,Peacemaker,Protagonist,Protagonist,Peacemaker,Peacemaker
A9_BG_3440.txt,Русия,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_676.txt,Зеленски,Innocent,Exploited,Innocent,Innocent,Victim,Victim
BG_616.txt,Въоръжените сили на Украйна (ВСУ,Antagonist,Terrorist,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3390.txt,ЕС,Antagonist,Conspirator,Antagonist,Antagonist,Terrorist,Terrorist
BG_4819.txt,Украйна,Protagonist,Peacemaker,Innocent,Innocent,Victim,Victim
BG_4732.txt,Владимир Зеленски,Antagonist,"Incompetent, Corrupt",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_630.txt,Илон Мъск,Protagonist,Virtuous,Antagonist,Antagonist,Spy,Spy
BG_585.txt,Северски,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
A7_URW_BG_5759.txt,Дагестан,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
BG_508.txt,Запада,Antagonist,Foreign Adversary,Protagonist,Protagonist,Rebel,Rebel
A7_URW_BG_3499.txt,Еманюел Макрон,Antagonist,Deceiver,Antagonist,Antagonist,Corrupt,Corrupt
BG_4613.txt,Владимир Путин,Protagonist,Peacemaker,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_559.txt,Съединените щати,Antagonist,Foreign Adversary,Protagonist,Protagonist,Virtuous,Virtuous
A9_BG_4571.txt,САЩ,Antagonist,Conspirator,Antagonist,Antagonist,Incompetent,Incompetent
BG_423.txt,Украйна,Antagonist,Instigator,Innocent,Innocent,Victim,Victim
BG_1089.txt,България,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_457.txt,Путин,Antagonist,Tyrant,Antagonist,Antagonist,Spy,Spy
BG_555.txt,Марк Рюте,Antagonist,Bigot,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_3669.txt,Еманюел Макрон,Antagonist,"Incompetent, Instigator",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3390.txt,НАТО,Antagonist,Conspirator,Antagonist,Antagonist,Terrorist,Terrorist
BG_663.txt,Украйна,Antagonist,Incompetent,Innocent,Innocent,Victim,Victim
A9_BG_4216.txt,Германия,Antagonist,Foreign Adversary,Antagonist,Antagonist,Terrorist,Terrorist
BG_612.txt,САЩ,Antagonist,"Foreign Adversary, Terrorist",Innocent,Innocent,Victim,Victim
BG_637.txt,НАТО,Antagonist,"Incompetent, Corrupt",Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_5190.txt,Киев,Antagonist,Terrorist,Antagonist,Antagonist,Terrorist,Terrorist
BG_620.txt,Вашингтон,Antagonist,"Conspirator, Instigator, Foreign Adversary",Antagonist,Antagonist,Spy,Spy
BG_699.txt,НАТО,Antagonist,"Conspirator, Instigator, Foreign Adversary",Innocent,Innocent,Scapegoat,Scapegoat
BG_629.txt,НАТО,Antagonist,"Foreign Adversary, Deceiver, Traitor",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_5225.txt,Владимир Путин,Antagonist,Tyrant,Antagonist,Antagonist,Corrupt,Corrupt
BG_508.txt,Великобритания,Antagonist,"Conspirator, Foreign Adversary",Protagonist,Protagonist,Rebel,Rebel
A7_URW_BG_3572.txt,Будапеща,Protagonist,Peacemaker,Protagonist,Protagonist,Peacemaker,Peacemaker
A9_BG_5596.txt,Европа,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_560.txt,Киев,Antagonist,Corrupt,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_551.txt,САЩ,Antagonist,"Foreign Adversary, Terrorist",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_620.txt,Съединените щати,Antagonist,"Conspirator, Instigator, Foreign Adversary",Antagonist,Antagonist,Spy,Spy
BG_560.txt,Запада,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_494.txt,Дагестан,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
A9_BG_4718.txt,Котин,Antagonist,Corrupt,Antagonist,Antagonist,Deceiver,Deceiver
BG_7367.txt,Украйна,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_3368.txt,Владимир Путин,Protagonist,Peacemaker,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_2931.txt,Дейвид Куртен,Protagonist,Peacemaker,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3395.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Incompetent,Incompetent
BG_839.txt,Кремъл,Antagonist,Tyrant,Innocent,Innocent,Victim,Victim
BG_529.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
BG_676.txt,Москва,Protagonist,Peacemaker,Innocent,Innocent,Victim,Victim
BG_526.txt,НАТО,Antagonist,Terrorist,Antagonist,Antagonist,Terrorist,Terrorist
BG_1767.txt,Вашингтон,Antagonist,"Deceiver, Corrupt",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_4216.txt,Великобритания,Antagonist,Foreign Adversary,Antagonist,Antagonist,Terrorist,Terrorist
BG_866.txt,Соната Култър,Protagonist,Rebel,Innocent,Innocent,Scapegoat,Scapegoat
BG_7367.txt,Западът,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3379.txt,Запада,Antagonist,"Instigator, Foreign Adversary",Antagonist,Antagonist,Spy,Spy
BG_684.txt,Русия,Innocent,Scapegoat,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_5143.txt,Киев,Protagonist,Underdog,Innocent,Innocent,Scapegoat,Scapegoat
BG_629.txt,Турция,Innocent,Forgotten,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_555.txt,Вашингтон,Antagonist,Traitor,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_3618.txt,Европа,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_521.txt,Крим,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
BG_723.txt,Ким Чен Ун,Antagonist,"Conspirator, Tyrant",Antagonist,Antagonist,Corrupt,Corrupt
BG_637.txt,Украйна,Innocent,Victim,Innocent,Innocent,Scapegoat,Scapegoat
BG_4732.txt,САЩ,Antagonist,"Conspirator, Instigator, Foreign Adversary",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3652.txt,Брюксел,Antagonist,Conspirator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_4851.txt,САЩ,Antagonist,Incompetent,Protagonist,Protagonist,Rebel,Rebel
BG_678.txt,Владимир Путин,Protagonist,Guardian,Antagonist,Antagonist,Deceiver,Deceiver
A9_BG_4830.txt,САЩ,Antagonist,Conspirator,Antagonist,Antagonist,Terrorist,Terrorist
A9_BG_3379.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Spy,Spy
BG_548.txt,САЩ,Protagonist,Virtuous,Innocent,Innocent,Victim,Victim
A8_CC_BG_8654.txt,Европейския съюз (ЕС,Antagonist,Incompetent,Antagonist,Antagonist,Traitor,Traitor
BG_497.txt,Съединените щати,Antagonist,Instigator,Antagonist,Antagonist,Terrorist,Terrorist
BG_494.txt,Украйна,Antagonist,Terrorist,Antagonist,Antagonist,Terrorist,Terrorist
A7_URW_BG_5683.txt,Джо Байдън,Protagonist,Guardian,Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_5178.txt,Украйна,Innocent,Victim,Innocent,Innocent,Victim,Victim
A9_BG_4905.txt,Украйна,Antagonist,Tyrant,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_4016.txt,Лондон,Antagonist,Incompetent,Antagonist,Antagonist,Incompetent,Incompetent
BG_4713.txt,Западът,Antagonist,Foreign Adversary,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_629.txt,САЩ,Antagonist,Foreign Adversary,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_456.txt,Русия,Antagonist,Instigator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_670.txt,НАТО,Antagonist,Instigator,Innocent,Innocent,Scapegoat,Scapegoat
BG_723.txt,Владимир Путин,Antagonist,"Conspirator, Tyrant",Antagonist,Antagonist,Corrupt,Corrupt
A7_URW_BG_2951.txt,Русия,Innocent,Victim,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3390.txt,Западът,Antagonist,Instigator,Antagonist,Antagonist,Terrorist,Terrorist
A9_BG_4483.txt,Киев,Antagonist,Deceiver,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_855.txt,ЕС,Antagonist,Deceiver,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_839.txt,България,Protagonist,Virtuous,Innocent,Innocent,Victim,Victim
A7_URW_BG_2962.txt,САЩ,Antagonist,Instigator,Innocent,Innocent,Scapegoat,Scapegoat
BG_616.txt,Крим,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3390.txt,Лондон,Antagonist,Conspirator,Antagonist,Antagonist,Terrorist,Terrorist
BG_678.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Deceiver,Deceiver
BG_684.txt,Южна Осетия,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_6815.txt,Владимир Путин,Antagonist,Tyrant,Antagonist,Antagonist,Corrupt,Corrupt
BG_637.txt,Байдън,Antagonist,"Instigator, Foreign Adversary",Innocent,Innocent,Scapegoat,Scapegoat
BG_481.txt,Украйна,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3652.txt,Вашингтон,Antagonist,Conspirator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_4366.txt,Вашингтон,Antagonist,Instigator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_6694.txt,Запада,Antagonist,Instigator,Antagonist,Antagonist,Spy,Spy
BG_616.txt,Съединените щати,Antagonist,"Conspirator, Foreign Adversary",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_497.txt,Въоръжените сили на Украйна (ВСУ,Antagonist,Foreign Adversary,Antagonist,Antagonist,Terrorist,Terrorist
A9_BG_2963.txt,Киев,Antagonist,Incompetent,Innocent,Innocent,Scapegoat,Scapegoat
BG_3753.txt,САЩ,Antagonist,"Conspirator, Foreign Adversary",Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_3062.txt,Урсула фон дер Лайен,Antagonist,Tyrant,Innocent,Innocent,Scapegoat,Scapegoat
BG_481.txt,Западът,Antagonist,Foreign Adversary,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_546.txt,Украйна,Antagonist,Incompetent,Antagonist,Antagonist,Corrupt,Corrupt
BG_628.txt,Валери Герасимов,Antagonist,Incompetent,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3440.txt,Украйна,Protagonist,Martyr,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_839.txt,Китай,Antagonist,Foreign Adversary,Innocent,Innocent,Victim,Victim
BG_529.txt,Украйна,Antagonist,Terrorist,Antagonist,Antagonist,Terrorist,Terrorist
A9_BG_4571.txt,Западът,Antagonist,Deceiver,Antagonist,Antagonist,Incompetent,Incompetent
A9_BG_4606.txt,Киев,Antagonist,Incompetent,Protagonist,Protagonist,Peacemaker,Peacemaker
BG_585.txt,Темрюк,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
A7_URW_BG_5994.txt,Кремъл,Antagonist,Terrorist,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_1249.txt,Дейвид Атънбъро,Protagonist,Virtuous,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_971.txt,Бил Гейтс,Antagonist,Instigator,Innocent,Innocent,Exploited,Exploited
BG_704.txt,Президента на Руската Федерация В.В.Путин,Protagonist,Peacemaker,Antagonist,Antagonist,Incompetent,Incompetent
A7_URW_BG_7035.txt,Запад,Antagonist,Conspirator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_751.txt,Путин,Protagonist,Peacemaker,Innocent,Innocent,Scapegoat,Scapegoat
BG_839.txt,Путин,Antagonist,Tyrant,Innocent,Innocent,Victim,Victim
BG_6019.txt,Володимир Зеленски,Antagonist,Corrupt,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_4663.txt,Борис Джонсън,Antagonist,Incompetent,Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_5448.txt,Путин,Antagonist,Deceiver,Antagonist,Antagonist,Corrupt,Corrupt
BG_751.txt,Зеленски,Antagonist,Corrupt,Innocent,Innocent,Scapegoat,Scapegoat
BG_629.txt,Афганистан,Antagonist,Terrorist,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_699.txt,Германия,Antagonist,"Conspirator, Instigator, Foreign Adversary",Innocent,Innocent,Scapegoat,Scapegoat
BG_3351.txt,Русия,Protagonist,Rebel,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3431.txt,Вашингтон,Antagonist,Conspirator,Antagonist,Antagonist,Saboteur,Saboteur
BG_676.txt,Путин,Protagonist,Peacemaker,Innocent,Innocent,Victim,Victim
BG_751.txt,Западът,Antagonist,"Conspirator, Foreign Adversary",Innocent,Innocent,Scapegoat,Scapegoat
A8_CC_BG_9298.txt,Антониу Гутериш,Protagonist,Guardian,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3431.txt,Лондон,Antagonist,Conspirator,Antagonist,Antagonist,Saboteur,Saboteur
BG_869.txt,Украйна,Innocent,"Victim, Forgotten",Antagonist,Antagonist,Tyrant,Tyrant
A7_URW_BG_5759.txt,НАТО,Antagonist,Tyrant,Antagonist,Antagonist,Terrorist,Terrorist
A7_URW_BG_4793.txt,НАТО,Antagonist,Tyrant,Innocent,Innocent,Victim,Victim
A7_URW_BG_3499.txt,НАТО,Antagonist,Foreign Adversary,Antagonist,Antagonist,Corrupt,Corrupt
BG_628.txt,Северна Корея,Innocent,Victim,Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_5759.txt,Украинските разузнавателни служби,Antagonist,Foreign Adversary,Antagonist,Antagonist,Terrorist,Terrorist
BG_8455.txt,Брюксел,Antagonist,"Instigator, Foreign Adversary",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_3431.txt,Киев,Antagonist,Terrorist,Antagonist,Antagonist,Saboteur,Saboteur
A9_BG_4718.txt,Галущенко,Antagonist,Corrupt,Antagonist,Antagonist,Deceiver,Deceiver
BG_5406.txt,Владимир Путин,Antagonist,Tyrant,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_5226.txt,Владимир Путин,Antagonist,Tyrant,Antagonist,Antagonist,Corrupt,Corrupt
BG_5360.txt,ъединените щати и техните европейски съюзници,Antagonist,Instigator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_7035.txt,Европа,Antagonist,Corrupt,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_6815.txt,Литва,Innocent,Victim,Antagonist,Antagonist,Corrupt,Corrupt
A9_BG_4971.txt,Украйна,Antagonist,Corrupt,Innocent,Innocent,Scapegoat,Scapegoat
BG_869.txt,Китай,Antagonist,Foreign Adversary,Antagonist,Antagonist,Tyrant,Tyrant
BG_560.txt,Съединените щати,Antagonist,Foreign Adversary,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_628.txt,Владимир Путин,Protagonist,Underdog,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3379.txt,Лондон,Antagonist,Tyrant,Antagonist,Antagonist,Spy,Spy
BG_3079.txt,Русия,Protagonist,Rebel,Antagonist,Antagonist,Corrupt,Corrupt
BG_457.txt,Украйна,Innocent,Victim,Antagonist,Antagonist,Spy,Spy
A9_BG_3182.txt,Молдова,Innocent,Exploited,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_5984.txt,Русия,Antagonist,Tyrant,Innocent,Innocent,Exploited,Exploited
A7_URW_BG_5178.txt,Сирия,Innocent,Victim,Innocent,Innocent,Victim,Victim
A9_BG_4768.txt,Киев,Innocent,Exploited,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3586.txt,Украйна,Innocent,Exploited,Innocent,Innocent,Forgotten,Forgotten
A7_URW_BG_2951.txt,Западът,Antagonist,Instigator,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_4189.txt,Съединените щати,Antagonist,Instigator,Antagonist,Antagonist,Saboteur,Saboteur
BG_839.txt,Румен Радев,Antagonist,Incompetent,Innocent,Innocent,Victim,Victim
BG_679.txt,Русия,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
BG_4732.txt,Обединеното кралство,Antagonist,"Conspirator, Instigator, Foreign Adversary",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A6_CC_BG_8520.txt,Терзиев,Antagonist,Incompetent,Innocent,Innocent,Scapegoat,Scapegoat
BG_439.txt,Зеленски,Antagonist,Corrupt,Antagonist,Antagonist,Corrupt,Corrupt
BG_1345.txt,Байдън,Antagonist,Incompetent,Innocent,Innocent,Victim,Victim
A9_BG_4851.txt,Греъм,Antagonist,Incompetent,Protagonist,Protagonist,Rebel,Rebel
BG_8385.txt,НАТО,Antagonist,Deceiver,Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3363.txt,Запада,Antagonist,Tyrant,Protagonist,Protagonist,Virtuous,Virtuous
BG_529.txt,Вашингтон,Antagonist,"Conspirator, Foreign Adversary",Antagonist,Antagonist,Terrorist,Terrorist
A9_BG_2931.txt,Запада,Antagonist,Incompetent,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_612.txt,Райдър,Antagonist,Conspirator,Innocent,Innocent,Victim,Victim
BG_548.txt,Кремъл,Antagonist,"Conspirator, Foreign Adversary",Innocent,Innocent,Victim,Victim
A9_BG_3762.txt,Запад,Antagonist,Conspirator,Innocent,Innocent,Scapegoat,Scapegoat
BG_457.txt,Владимир Путин,Antagonist,Tyrant,Antagonist,Antagonist,Spy,Spy
A9_BG_4737.txt,Зеленски,Antagonist,Incompetent,Protagonist,Protagonist,Peacemaker,Peacemaker
A7_URW_BG_5735.txt,Русия,Protagonist,Peacemaker,Protagonist,Protagonist,Peacemaker,Peacemaker
A9_BG_5225.txt,Молдова,Innocent,Victim,Antagonist,Antagonist,Corrupt,Corrupt
BG_480.txt,украинския народ,Innocent,Victim,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_541.txt,НАТО,Antagonist,"Incompetent, Foreign Adversary",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_1390.txt,BP,Protagonist,Rebel,Protagonist,Protagonist,Guardian,Guardian
BG_620.txt,Западът,Antagonist,"Conspirator, Instigator, Foreign Adversary",Antagonist,Antagonist,Spy,Spy
BG_1767.txt,Брюксел,Antagonist,"Deceiver, Corrupt",Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A9_BG_4605.txt,Запад,Antagonist,Conspirator,Antagonist,Antagonist,Deceiver,Deceiver
BG_1163.txt,Брюксел,Antagonist,Incompetent,Innocent,Innocent,Scapegoat,Scapegoat
BG_576.txt,украинските власти,Antagonist,Tyrant,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
BG_546.txt,Русия,Antagonist,Instigator,Antagonist,Antagonist,Corrupt,Corrupt
BG_4884.txt,Тони Блинкен,Antagonist,"Conspirator, Foreign Adversary",Innocent,Innocent,Scapegoat,Scapegoat
A9_BG_3109.txt,Виктория Нуланд,Antagonist,"Instigator, Foreign Adversary",Antagonist,Antagonist,Spy,Spy
A9_BG_4851.txt,Нюланд,Antagonist,Incompetent,Protagonist,Protagonist,Rebel,Rebel
BG_3671.txt,Украйна,Innocent,Victim,Protagonist,Protagonist,Peacemaker,Peacemaker
A6_CC_BG_9522.txt,малките островни държави,Innocent,Victim,Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_6121.txt,Европа,Antagonist,Tyrant,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_4629.txt,САЩ,Antagonist,Instigator,Innocent,Innocent,Scapegoat,Scapegoat
BG_3867.txt,Володимир Зеленски,Antagonist,Incompetent,Protagonist,Protagonist,Peacemaker,Peacemaker
BG_8385.txt,НАТО,Antagonist,Corrupt,Innocent,Innocent,Scapegoat,Scapegoat
BG_573.txt,Руската Федерация,Innocent,Victim,Antagonist,Antagonist,Terrorist,Terrorist
BG_723.txt,Русия,Antagonist,"Foreign Adversary, Tyrant",Antagonist,Antagonist,Corrupt,Corrupt
A7_URW_BG_2710.txt,Европейският съюз,Antagonist,Foreign Adversary,Innocent,Innocent,Scapegoat,Scapegoat
A7_URW_BG_4451.txt,Украйна,Antagonist,Incompetent,Antagonist,Antagonist,Incompetent,Incompetent
BG_3364.txt,Владимир Путин,Protagonist,Peacemaker,Antagonist,Antagonist,Spy,Spy
A9_BG_4189.txt,Киев,Antagonist,Terrorist,Antagonist,Antagonist,Saboteur,Saboteur
A7_URW_BG_6121.txt,Джордж Сорос,Antagonist,Conspirator,Antagonist,Antagonist,Foreign Adversary,Foreign Adversary
A7_URW_BG_6694.txt,Володимир Зеленски,Antagonist,Corrupt,Antagonist,Antagonist,Spy,Spy
BG_1098.txt,Shell,Antagonist,Corrupt,Innocent,Innocent,Victim,Victim
