article_id,entity_mention,main_role,predicted_main_role
BG_629.txt,Доналд Тръмп,Antagonist,Innocent
BG_3669.txt,Европа,Innocent,Antagonist
A9_BG_2566.txt,Естония,Antagonist,Innocent
BG_696.txt,Брюксел,Antagonist,Innocent
A9_BG_3385.txt,Украйна,Innocent,Antagonist
A9_BG_3431.txt,Лондон,Antagonist,Antagonist
A9_BG_4605.txt,Запад,Antagonist,Antagonist
BG_457.txt,Путин,Antagonist,Innocent
BG_463.txt,КНДР,Innocent,Innocent
A9_BG_3599.txt,Словакия,Protagonist,Protagonist
A9_BG_5548.txt,Украйна,Protagonist,Innocent
BG_3909.txt,Русия,Innocent,Antagonist
BG_4624.txt,Зеленски,Antagonist,Antagonist
A9_BG_3672.txt,Русия,Innocent,Innocent
BG_3669.txt,Еманюел Макрон,Antagonist,Antagonist
BG_678.txt,Западът,Antagonist,Innocent
BG_508.txt,Украйна,Antagonist,Innocent
BG_4819.txt,В. Зеленски,Protagonist,Innocent
BG_751.txt,Путин,Protagonist,Antagonist
A9_BG_4216.txt,Германия,Antagonist,Innocent
A6_CC_BG_10525.txt,Италия,Protagonist,Antagonist
A7_URW_BG_2962.txt,САЩ,Antagonist,Innocent
BG_670.txt,украински войници,Innocent,Antagonist
BG_521.txt,Киев,Antagonist,Protagonist
BG_481.txt,Западът,Antagonist,Innocent
BG_529.txt,Украйна,Antagonist,Antagonist
BG_5360.txt,ъединените щати и техните европейски съюзници,Antagonist,Innocent
A9_BG_3390.txt,ЕС,Antagonist,Antagonist
BG_678.txt,САЩ,Antagonist,Innocent
BG_548.txt,Кремъл,Antagonist,Protagonist
BG_628.txt,Сергей Шойгу,Antagonist,Innocent
BG_508.txt,Запада,Antagonist,Innocent
A7_URW_BG_2951.txt,Западът,Antagonist,Antagonist
BG_473.txt,Владимир Зеленски,Innocent,Protagonist
A9_BG_5226.txt,Молдова,Innocent,Innocent
A6_CC_BG_8520.txt,Васил Терзиев,Antagonist,Innocent
BG_629.txt,САЩ,Antagonist,Innocent
BG_1767.txt,Брюксел,Antagonist,Antagonist
A9_BG_4571.txt,НАТО,Antagonist,Antagonist
A7_URW_BG_6121.txt,Вашингтон,Antagonist,Innocent
BG_555.txt,Украйна,Antagonist,Protagonist
A7_URW_BG_7035.txt,Фицо,Protagonist,Innocent
BG_4732.txt,Обединеното кралство,Antagonist,Innocent
BG_8060.txt,Украйна,Antagonist,Innocent
A9_BG_3182.txt,Молдова,Innocent,Protagonist
BG_8385.txt,НАТО,Antagonist,Antagonist
A7_URW_BG_2969.txt,НАТО,Antagonist,Antagonist
BG_497.txt,Въоръжените сили на Украйна (ВСУ,Antagonist,Antagonist
A9_BG_4389.txt,Владимир Зеленски,Innocent,Innocent
A7_URW_BG_3566.txt,Руската федерация,Innocent,Antagonist
BG_679.txt,Украйна,Antagonist,Innocent
A9_BG_3395.txt,Русия,Innocent,Innocent
BG_3629.txt,Зеленски,Antagonist,Innocent
BG_629.txt,Великобритания,Innocent,Antagonist
A9_BG_5082.txt,САЩ,Antagonist,Innocent
BG_560.txt,Съединените щати,Antagonist,Antagonist
BG_463.txt,Съединените щати,Antagonist,Innocent
BG_561.txt,ЕС,Antagonist,Antagonist
BG_637.txt,Вашингтон,Antagonist,Innocent
A9_BG_4971.txt,Полша,Innocent,Innocent
A7_URW_BG_7035.txt,Европа,Antagonist,Antagonist
A9_BG_3818.txt,Москва,Protagonist,Antagonist
A9_BG_5225.txt,Молдова,Innocent,Antagonist
A7_URW_BG_5683.txt,Франция,Protagonist,Innocent
A9_BG_4216.txt,Франция,Antagonist,Innocent
BG_866.txt,Украйна,Innocent,Antagonist
BG_839.txt,България,Protagonist,Protagonist
A7_URW_BG_2596.txt,Европа,Antagonist,Innocent
A7_URW_BG_5735.txt,Владимир Путин,Protagonist,Innocent
BG_723.txt,Владимир Путин,Antagonist,Antagonist
BG_576.txt,Съпругата на Владимир Зеленски,Antagonist,Antagonist
BG_5914.txt,Русия,Antagonist,Innocent
BG_526.txt,Русия,Innocent,Antagonist
A7_URW_BG_5178.txt,Владимир Путин,Antagonist,Innocent
BG_678.txt,Владимир Путин,Protagonist,Innocent
A9_BG_4571.txt,САЩ,Antagonist,Antagonist
A7_URW_BG_3618.txt,Зеленски,Antagonist,Antagonist
BG_684.txt,Южна Осетия,Innocent,Innocent
A9_BG_4577.txt,Гестапо Зеленски,Antagonist,Antagonist
BG_751.txt,Западът,Antagonist,Innocent
BG_423.txt,САЩ,Antagonist,Antagonist
BG_666.txt,Русия,Protagonist,Innocent
BG_430.txt,Русия,Innocent,Protagonist
BG_555.txt,Марк Рюте,Antagonist,Innocent
BG_866.txt,Русия,Antagonist,Antagonist
A9_BG_4737.txt,Зеленски,Antagonist,Innocent
BG_612.txt,Русия,Innocent,Antagonist
BG_684.txt,Русия,Innocent,Innocent
A7_URW_BG_3618.txt,Европа,Innocent,Innocent
BG_526.txt,Севастопол,Innocent,Innocent
BG_497.txt,Съединените щати,Antagonist,Innocent
A9_BG_5871.txt,Москва,Antagonist,Antagonist
A7_URW_BG_6694.txt,Володимир Зеленски,Antagonist,Antagonist
BG_701.txt,Западът,Antagonist,Antagonist
A7_URW_BG_2962.txt,САЩ,Antagonist,Antagonist
BG_620.txt,Вашингтон,Antagonist,Antagonist
A9_BG_7720.txt,Зеленски,Antagonist,Innocent
BG_663.txt,Украйна,Antagonist,Antagonist
BG_541.txt,Украйна,Innocent,Antagonist
BG_4819.txt,Украйна,Protagonist,Innocent
A6_CC_BG_11938.txt,ЕС,Protagonist,Protagonist
A7_URW_BG_6700.txt,Европейския съюз,Antagonist,Innocent
A9_BG_3440.txt,Русия,Antagonist,Innocent
A9_BG_7303.txt,ЕС,Antagonist,Antagonist
BG_616.txt,Пентагона,Antagonist,Antagonist
BG_6019.txt,Володимир Зеленски,Antagonist,Antagonist
A7_URW_BG_5634.txt,Москва,Antagonist,Antagonist
BG_684.txt,Саакашвили,Antagonist,Innocent
A7_URW_BG_5994.txt,Кремъл,Antagonist,Innocent
BG_620.txt,Западът,Antagonist,Antagonist
BG_7379.txt,Украйна,Antagonist,Antagonist
A7_URW_BG_2658.txt,Байдън,Antagonist,Innocent
BG_1345.txt,Лонг Бийч,Innocent,Protagonist
A9_BG_6815.txt,Молдова,Innocent,Antagonist
BG_4732.txt,Украйна,Antagonist,Antagonist
BG_553.txt,Западът,Antagonist,Antagonist
A9_BG_4016.txt,Лондон,Antagonist,Protagonist
A9_BG_2973.txt,ЕС,Antagonist,Innocent
BG_799.txt,САЩ,Antagonist,Antagonist
A7_URW_BG_3370.txt,САЩ,Antagonist,Antagonist
BG_3351.txt,Зеленски,Antagonist,Innocent
BG_553.txt,Русия,Protagonist,Protagonist
A9_BG_4116.txt,Европа,Protagonist,Innocent
A9_BG_4189.txt,Съединените щати,Antagonist,Antagonist
A7_URW_BG_2882.txt,НАТО,Antagonist,Innocent
BG_3351.txt,Русия,Protagonist,Antagonist
BG_1826.txt,Людмил Кърджилов,Protagonist,Innocent
A7_URW_BG_5178.txt,Сахел,Innocent,Antagonist
A9_BG_2566.txt,Литва,Antagonist,Innocent
A6_CC_BG_8841.txt,WWF България,Protagonist,Protagonist
BG_481.txt,Русия,Innocent,Antagonist
BG_457.txt,Владимир Путин,Antagonist,Innocent
A7_URW_BG_5759.txt,Дагестан,Innocent,Innocent
BG_8453.txt,Украйна,Antagonist,Innocent
A9_BG_3379.txt,Запада,Antagonist,Antagonist
BG_559.txt,Съединените щати,Antagonist,Protagonist
BG_7367.txt,Володимир Зеленски,Antagonist,Antagonist
A9_BG_2963.txt,Киев,Antagonist,Innocent
A9_BG_5402.txt,Киев,Protagonist,Antagonist
BG_616.txt,Крим,Innocent,Antagonist
A7_URW_BG_4793.txt,НАТО,Antagonist,Innocent
BG_678.txt,Русия,Innocent,Innocent
A9_BG_3675.txt,Макрон,Antagonist,Antagonist
BG_869.txt,Байдън,Antagonist,Antagonist
BG_888.txt,JP Morgan,Antagonist,Antagonist
BG_679.txt,Република Крим,Innocent,Antagonist
A9_BG_4189.txt,Киев,Antagonist,Antagonist
BG_855.txt,Руската федерация,Protagonist,Innocent
BG_612.txt,Райдър,Antagonist,Innocent
A9_BG_3182.txt,Запада,Antagonist,Antagonist
BG_3753.txt,САЩ,Antagonist,Antagonist
BG_480.txt,украинския народ,Innocent,Protagonist
BG_624.txt,Русия,Innocent,Antagonist
BG_481.txt,Украйна,Antagonist,Innocent
BG_630.txt,Русия,Antagonist,Innocent
A9_BG_3390.txt,Лондон,Antagonist,Innocent
A7_URW_BG_6975.txt,Владимир Путин,Protagonist,Innocent
A9_BG_3440.txt,Украйна,Protagonist,Innocent
BG_679.txt,Русия,Innocent,Antagonist
BG_751.txt,Зеленски,Antagonist,Antagonist
A9_BG_3182.txt,НАТО,Antagonist,Antagonist
BG_6019.txt,Борис Джонсън,Antagonist,Innocent
BG_3909.txt,Русия,Innocent,Antagonist
BG_696.txt,НАТО,Antagonist,Antagonist
A9_BG_3390.txt,Вашингтон,Antagonist,Innocent
BG_551.txt,Западът,Antagonist,Antagonist
BG_497.txt,Севастопол,Innocent,Innocent
BG_585.txt,Северски,Innocent,Antagonist
A6_CC_BG_10565.txt,YouTube,Antagonist,Innocent
BG_751.txt,Зеленски,Antagonist,Innocent
A9_BG_4197.txt,Владимир Зеленски,Antagonist,Innocent
A9_BG_4606.txt,Владимир Путин,Protagonist,Innocent
A9_BG_4483.txt,Великобритания,Antagonist,Antagonist
BG_629.txt,САЩ,Antagonist,Innocent
